tfnsw_unique_id,source_index,Station_name,Station_address,Operator,PCODE,matched_source,coordinate_supported_source,matched_external_addresses,minimum_match_distance_m,augmentation_attribute_count,source_match_method_summary,web_query,web_evidence_url,web_search_found,web_page_opened,web_evidence_confidence,web_evidence_confidence_reason,match_identity_decision,web_evidence_excerpt
TFNSW-0735,733,,"819-827 Anzac Parade, Sydney NSW 2035",JOLT,2035.0,OSM,OSM,,7.840324744055857,4,OSM:coordinate_500m,"""819-827 Anzac Parade, Sydney NSW 2035"" EV charger",https://ev-charging-stations.com.au/chargers/jolt-819-827-anzac-parade-sydney-nsw-2035,True,False,medium,"Charging evidence exists, but address/page confirmation is incomplete.",web evidence only; same-station identity not automatically proven,"[search] EV Charging Stations Finder (https://ev-charging-stations.com.au/chargers/jolt-819-827-anzac-parade-sydney-nsw-2035)
citeturn395search0 [wordlim: 200] Crawled: last month; 819-827 Anzac Parade, Sydney, NSW, 2035 ... 819-827 Anzac Parade, Sydney, NSW, 2035

JOLT

# JOLT Charging Station

819-827 Anzac Parade, Sydney, NSW, 2035

Plan Journey Get Directions

Available now

—

Connectors

2

2 types

Max speed

25 kW

Fast AC

Reliability

—

Is this information accurate?

Looks correct | Report issue

Thanks for your feedback!

## Connectors at this station

Type, max power and live availability

2 types

CHADE MO

CHAdeMO

25 kW 1 port Fast AC

CCS 2

CCS

25 kW 1 port Fast AC

## Station info

Access, parking & amenities

Hours · Today

24 / 7

Shopping

ALDI

Food nearby

Inferno Grill Maroubra

Visit website Updated 2194h ago

## Map & location

819-827 Anzac Parade, Sydney, NSW, 2035

Get directions in Google Maps

Image: JOLT logo

JOLT

JOLT Charging Station

Sydney, NSW

Navigate here Plan Journey

Save Maps

## Is this information accurate?

Help us keep this listing up to date

Looks correct Report an issue

Do you manage this charger?

Claim to keep details accurate and 
[opened page] Internal Error ()
citeturn396view0 [wordlim: 200] Source: open({""ref_id"":""https://ev-charging-stations.com.au/chargers/jolt-819-827-anzac-parade-sydney-nsw-2035"",""lineno"":null}); Total lines: 1
L0: Failed to fetch https://ev-charging-stations.com.au/chargers/jolt-819-827-anzac-parade-sydney-nsw-2035: Cache miss"
TFNSW-0747,745,,"872 Anzac Parade, Sydney NSW 2035",Evie Networks,2035.0,OSM,OSM,,14.03721535211583,5,OSM:coordinate_500m,"""872 Anzac Parade, Sydney NSW 2035"" EV charger",https://ev-charging-stations.com.au/chargers/nsw/maroubra,True,True,high,Opened page contains an address-level charging signal.,web evidence only; same-station identity not automatically proven,"[search] EV Charging Stations Finder (https://ev-charging-stations.com.au/chargers/nsw/maroubra)
citeturn397search0 [wordlim: 200] Crawled: 3 weeks ago; # EV charging in Maroubra, NSW ... 819-827 Anzac Parade, Sydney, NSW, 2035 ... 872 Anzac Parade, Sydney, NSW, 2035
--------------------------------------------------------------------------------
Priceline Master  |  |  |  |  |  |  |  |  |  |  | (https://impact.packcentre.com.au/docs/packcentre_priceline.pdf)
citeturn397search12 [wordlim: 200] Published: 2.1 years ago; 219  | Priceline  | PARRAMATTA P  | Non Pharmacy  | SHOP 1116 WESTFIELD SHP/TOWN  | CHURCH ST  | PARRAMATTA  | NSW  | 2150  | NSW  | 02 9687 5359  | PRL219 ... 292  | Priceline  | *NORTH SYDNEY Rx  | Pharmacy  | SHOP 9A BERRY SQ 77 BERRY ST  |  | NORTH SYDNEY  | NSW  | 2060  | NSW  | 02 9955 1452  | PRL292 ... 872  | Priceline  | *KURRI KURRI Rx  | Pharmacy  | SHOP 8 KINGSWAY PLAZA  | 178 LANG STREET  | KURRI KURRI  | NSW  | 2327  | NSW  | 02 4937 1162  | PRL872 ... 881  | Priceline  | *MAROUBRA Rx  | Pharmacy  | SHOP 13 - 15 ANZAC PARADE  | PACIFIC SQUARE S/CENTRE  | MAROUBRA  | NSW  | 2035  | NSW  | 02 9349 4168  | PRL881882  | Priceline  | CARLINGFORD COURT P  | Non 
[opened page] EV Charging Stations Finder (https://ev-charging-stations.com.au/chargers/nsw/maroubra)
citeturn398view0 [wordlim: 200] Crawled: today; Content type: text/html; Source: open({""ref_id"":""https://ev-charging-stations.com.au/chargers/nsw/maroubra"",""lineno"":null}); Total lines: 178
L0: cite0†iframe†www.googletagmanager.com L1: 
L2: Search Results
L3: 
L4: # EV charging in Maroubra, NSW
L5: 
L6: 942 stations found Live availability Showing 1–10 of 942
L7: 
L8: [Input: Maroubra, NSW]
L9: 
L10: Sort
L11: 
L12: [Button: Nearest][Button: Fastest charger][Button: Most connectors]
L13: 
L14: All DC Fast · 50+ kW Ultra-fast · 150+ kW Available now
L15: 
L16: ChargeFox
L17: 
L18: ## Chargefox Charging Station
L19: 
L20: Robey St, Sydney, NSW, 2035
L21: 
L22: 0.49 km
L23: 
L24: Type 2 7 kW
L25: 
L26: cite1†Directions†www.google.com cite2†View details L27: 
L28: EVERTY
L29: ## AGL Charging Station
L30: 
L31: 61 Broome Street, Sydney, NSW, 2035
L32: 
L33: 0.73 km
L34: 
L35: Type 2 22 kW
L36: 
L37: cite3†Directions†www.google.com cite4†View details L38: 
L39: JOLT
L40: 
L41: ## JOLT Charging Station
L42: 
L43: 819-827 Anzac Parade, Sydney, NSW, 2035
L44: 
L45: 0.76 km
L46: 
L47: CH"
TFNSW-0748,746,,"875 Richmond Road, Marsden Park NSW 2765",Ampol,2765.0,OSM,OSM,,47.959121828767856,5,OSM:coordinate_500m,"""875 Richmond Road, Marsden Park NSW 2765"" EV charger",https://www.plugroo.com.au/nsw/hebersham,True,False,medium,"Charging evidence exists, but address/page confirmation is incomplete.",web evidence only; same-station identity not automatically proven,"[search] EV Charging Stations Hebersham – Find Chargers Near You | Plugroo (https://www.plugroo.com.au/nsw/hebersham)
citeturn399search0 [wordlim: 200] Crawled: last week;   * 875 Richmond Rd, Marsden Park NSW 2765 CCS 21×165 kW CHAdeMO1×125 kW View station details ...   * 1 Hollinsworth Road, Marsden Park NSW 2765 Type 24×22 kW View station details ... Plugroo helps Hebersham EV drivers avoid stale charger directories by combining operator data with verified community reports, so station status, access rules and pricing are easier to check before you arrive.
  * Cnr Elara Bvd &, Northbourne Dr, Marsden Park NSW 2765 CCS 26×150 kW View station details
  * 11 John Hines Ave, Minchinbury NSW 2770 CCS 24×150 kW View station details
  * 260 Jersey Rd, Plumpton NSW 2761 CCS 23×75 kW CHAdeMO1×63 kW View station details
  * 20 Owen Street, Blacktown NSW 2761 CCS 22×47 kW View station details
  * 875 Richmond Rd, Marsden Park NSW 2765 CCS 21×165 kW CHAdeMO1×125 kW View station details
  * 449 Great Western Hwy, St Marys NSW 2760 Type 22×22 kW View station details
  * 1 Station Street, Rooty Hill NSW 2766 Type 26×7 kW View station details
  * 670 Richmond Rd, Glendenning NSW 2761 CCS 21×25 kW CHA
[opened page] Internal Error ()
citeturn400view0 [wordlim: 200] Source: open({""ref_id"":""https://www.plugroo.com.au/nsw/hebersham"",""lineno"":null}); Total lines: 1
L0: Failed to fetch https://www.plugroo.com.au/nsw/hebersham: Cache miss"
TFNSW-0749,747,,"87-91 Roberts Road Cnr Moondo Street, Greenacre NSW 2190",Ampol,2190.0,Charge@Large,Charge@Large,"Charge@Large:67 Roberts Rd, Greenacre, NSW 2190",311.20001899336705,4,Charge@Large:coordinate_500m,"""87-91 Roberts Road Cnr Moondo Street, Greenacre NSW 2190"" EV charger",https://www.ampol.com.au/convenience/foodary-crave-n-save,True,True,high,Opened page contains an address-level charging signal.,web evidence only; same-station identity not automatically proven,"[search] Crave 'n Save - Participating Sites | Ampol (https://www.ampol.com.au/convenience/foodary-crave-n-save)
citeturn401search0 [wordlim: 200] Crawled: yesterday; AMPOL FOODARY FORSTER  | 16 – 18 Lake Street Cnr McIntosh Street, Forster, NSW 2428 ... AMPOL FOODARY GREENACRE  | 87-91 Roberts Rd Cnr Moondo St, Greenacre, NSW 2190
--------------------------------------------------------------------------------
Petrol stations near you in Australia | EVChargePoint (https://evchargepoint.au/fuel-stations)
citeturn401search1 [wordlim: 200] Crawled: today; Find petrol stations near you by browsing active locations from EVChargePoint Fuel Intelligence. ... Corner Pacific Hwy and Halls Road Coffs Harbour NSW 2450 ... 7-Eleven - GREENACRE 2190 ... 87-91 ROBERTS RD ... Lot 3-4 Parramatta Road & Harbord Street ... 51 Roberts Road (Cnr Amarina St)

[opened page] Crave 'n Save - Participating Sites | Ampol (https://www.ampol.com.au/convenience/foodary-crave-n-save)
citeturn402view0 [wordlim: 200] Crawled: today; Content type: text/html; Source: open({""ref_id"":""https://www.ampol.com.au/convenience/foodary-crave-n-save"",""lineno"":null}); Total lines: 612
L0: cite0†Our App L1: 
L2: |
L3: 
L4: cite1†Support L5: 
L6: |
L7: 
L8: cite2†Sustainability L9: 
L10: |
L11: 
L12: Search
L13: 
L14: |
L15: 
L16: cite3†Find Service Station L17: 
L18: |
L19: 
L20: cite4†Login†my.ampol.com.au L21: 
L22:   * cite5†Your Vehicle L23: 
L24:   * cite6†Your Business L25: 
L26:   * cite7†Convenience L27: 
L28:   * cite8†About Ampol L29: # Crave ‘n Save
L30: 
L31: The Crave ‘n Save offer is available from 02/09/26 to 29/09/26 at participating Ampol Foodary stores only. Product availability and range may vary by store.
L32: 
L33: Participating food items include:
L34: 
L35:   * Four ‘N Twenty King Size Sausage Roll 180g range
L36: 
L37:   * Herbert Adams Cream Cheese and Spinach Roll 190g range
L38: 
L39:   * Foodary Devil’s Wings 2 pieces (available at selected sites)
L40: 
L41: Participating drinks include:
L42: 
L43:   * Coca-Cola, Spri"
TFNSW-0755,753,,"88-90 Houston Road, Sydney NSW 2032",Evie Networks,2032.0,OSM,OSM,,480.08361704972543,5,OSM:coordinate_500m,"""88-90 Houston Road, Sydney NSW 2032"" EV charger",https://ev-charging-stations.com.au/chargers/nsw/daceyville,True,False,medium,"Charging evidence exists, but address/page confirmation is incomplete.",web evidence only; same-station identity not automatically proven,"[search] EV Charging Stations Finder (https://ev-charging-stations.com.au/chargers/nsw/daceyville)
citeturn403search0 [wordlim: 200] Crawled: 3 months ago; # EV charging in Daceyville, NSW ... 88-90 Houston Road, Sydney, NSW, 2032 ... ## Tesla Supercharger

Search Results

# EV charging in Daceyville, NSW

930 stations found Live availability Showing 1–10 of 930

[Input: Daceyville, NSW]

Sort

[Button: Nearest][Button: Fastest charger][Button: Most connectors]

All DC Fast · 50+ kW Ultra-fast · 150+ kW Available now

Evie

## Evie Charging Station

88-90 Houston Road, Sydney, NSW, 2032

0.52 km

CCS 50 kW

DirectionsView details

EVERTY

## AGL Charging Station

23 See Street, Sydney, NSW, 2032

0.66 km

Type 2 22 kW

DirectionsView details

Exploren

## Exploren Charging Station

7 Harbourne Lane, Sydney, NSW, 2032

0.72 km

Type 2 22 kW

DirectionsView details

Sponsored

Ad

Evie

## Evie Charging Station

594-596 Anzac Parade, Sydney, NSW, 2032

0.74 km

CCS 75 kW

DirectionsView details

bp pulse

## bp pulse Charging Station

368 Anzac Parade, Sydney, NSW, 2032

0.96 km

CCS 75 kW

DirectionsView details

EVX

## EVX Charging Station

15 Barker Street, Sydney, NSW, 2033

0.96 km


[opened page] Internal Error ()
citeturn404view0 [wordlim: 200] Source: open({""ref_id"":""https://ev-charging-stations.com.au/chargers/nsw/daceyville"",""lineno"":null}); Total lines: 1
L0: Failed to fetch https://ev-charging-stations.com.au/chargers/nsw/daceyville: Cache miss"
TFNSW-0775,773,,"917-923 Old Northern Road, Dural NSW 2158",Ampol,2158.0,OSM,OSM,,14.647866862088629,5,OSM:coordinate_500m,"""917-923 Old Northern Road, Dural NSW 2158"" EV charger",https://www.plugroo.com.au/nsw/maraylya,True,False,medium,"Charging evidence exists, but address/page confirmation is incomplete.",web evidence only; same-station identity not automatically proven,"[search] EV Charging Stations Maraylya – Find Chargers Near You | Plugroo (https://www.plugroo.com.au/nsw/maraylya)
citeturn405search0 [wordlim: 200] Crawled: 3 weeks ago;   * 917-923 Old Northern Rd, Dural NSW 2158 CCS 21×120 kW CHAdeMO1×120 kW View station details ...   * 930 Old Northern Road, Glenorie NSW 2157 CCS 23×75 kW CHAdeMO1×63 kW View station details ... Plugroo helps Maraylya EV drivers avoid stale charger directories by combining operator data with verified community reports, so station status, access rules and pricing are easier to check before you arrive.
  * 917-923 Old Northern Rd, Dural NSW 2158 CCS 21×120 kW CHAdeMO1×120 kW View station details
  * 42-84 Nelson Rd, Box Hill NSW 2765 Type 23×22 kW View station details
  * Conferta Ave 2, Tallawong NSW 2762 Type 238×7.4 kW View station details
  * 930 Old Northern Road, Glenorie NSW 2157 CCS 23×75 kW CHAdeMO1×63 kW View station details
  * 29 Windsor Rd, Kellyville, Sydney NSW 2155 CCS 21×25 kW CHAdeMO1×25 kW View station details
  * 662A Old Northern Rd, Dural NSW 2158 Type 22×22 kW View station details
  * 90 Wrights Road, Kellyville NSW 2155 CCS 28×120 kW View station details
  * Cnr George Street &, Blacktown Rd, So
[opened page] Internal Error ()
citeturn406view0 [wordlim: 200] Source: open({""ref_id"":""https://www.plugroo.com.au/nsw/maraylya"",""lineno"":null}); Total lines: 1
L0: Failed to fetch https://www.plugroo.com.au/nsw/maraylya: Cache miss"
TFNSW-0776,774,,"92 Houston Road, Kingsford NSW 2032",Evie Networks,2032.0,OSM,OSM,,497.9055094934751,5,OSM:coordinate_500m,"""92 Houston Road, Kingsford NSW 2032"" EV charger",https://www.realestate.com.au/property/92-houston-rd-kingsford-nsw-2032,True,True,low,"Generic, unrelated, or weak address/charging evidence.",web evidence only; same-station identity not automatically proven,"[search] 92 Houston Road, Kingsford, NSW 2032 - realestate.com.au (https://www.realestate.com.au/property/92-houston-rd-kingsford-nsw-2032)
citeturn407search0 [wordlim: 200] Published: 4.5 years ago; Crawled: 4 months ago; 92 Houston Road, Kingsford, NSW 2032 It is a house with 2 bedrooms, 1 bathroom.

Image: 92 Houston Road, Kingsford, NSW 2032

26

1

Off market

# 92 Houston Road Kingsford, NSW 2032

## Property value

See the estimated property value for 92 Houston Road based on our available property data.

Image

realEstimate™

Last updated 30 March, 2026

$_ , _ _ _ , _ _ _

Sign in to see realEstimate™

Powered by Image: Powered by PropTrack

## Rental income

The estimated rental income of 92 Houston Road is $875 based on our available property data.

Estimated income

Last updated 20 April, 2026

$750

Low range

$875

$1k

High range

Medium Confidence

Estimated rental yield

1.2%

Kingsford average rental yield

2.0%

Powered by Image: Powered by PropTrack

## Property features

Bedrooms:

2

Car spaces:

-

Bathrooms:

1

Land size:

-

Floor area:

-

Property type:

House

Year built:

-


## Property history

2022

Sold

#### $3,700,000

Sold March 8, 2022 by NGFarah

Im
[opened page] 92 Houston Road, Kingsford, NSW 2032 - realestate.com.au (https://www.realestate.com.au/property/92-houston-rd-kingsford-nsw-2032)
citeturn408view0 [wordlim: 200] Crawled: 1.1 years ago; Content type: text/html; Source: open({""ref_id"":""https://www.realestate.com.au/property/92-houston-rd-kingsford-nsw-2032"",""lineno"":null}); Redirected to URL: https://www.realestate.com.au/property/92-houston-rd-kingsford-nsw-2032/; Total lines: 383
L0: bedroomsbathroomscar spacesland sizedwelling sizestudy
L1: 
L2: Menu
L3: 
L4: cite0†Buy cite1†Rent cite2†Sold cite3†Share cite4†New homes cite5†Find agents cite6†Home loans cite7†News L5: 
L6: * * *
L7: 
L8: cite8†Commercial†www.realcommercial.com.au L9: 
L10:   1. cite9†Property Value L11:   2. cite10†NSW L12:   3. cite11†Kingsford L13:   4. cite12†Houston Road L14:   5. cite13†92 Houston Road L15: 
L16: cite67†Image: 92 Houston Road, Kingsford, NSW 2032†www.realestate.com.au L17: 
L18: 26
L19: 
L20: 1
L21: 
L22: Off market
L23: # 92 Houston Road
L24: 
L25: Kingsford, NSW 2032
L26: 
L27: 2
L28: 
L29: 1
L30: 
L31: -
L32: 
L33: |
L34: 
L35: House
L36: 
L37: Own this property?
L38: 
L39: Get access to vie"
TFNSW-0779,777,,"93 Princes Highway, Ulladulla NSW 2539",ChargeHub,2539.0,OSM;Charge@Large,OSM;Charge@Large,"Charge@Large:93 Princes Highway, Ulladulla, NSW 2539",0.0858739485963002,7,OSM:coordinate_500m;Charge@Large:coordinate_and_fuzzy_address,"""93 Princes Highway, Ulladulla NSW 2539"" EV charger",https://ev-charging-stations.com.au/chargers/nsw/ulladulla,True,True,high,Opened page contains an address-level charging signal.,web evidence only; same-station identity not automatically proven,"[search] EV Charging Stations Finder (https://ev-charging-stations.com.au/chargers/nsw/ulladulla)
citeturn409search0 [wordlim: 200] Crawled: 3 weeks ago; # EV charging in Ulladulla, NSW ... 93 Princes Highway, Ulladulla, NSW, 2539

Search Results

# EV charging in Ulladulla, NSW

31 stations found Live availability Showing 1–10 of 31

[Input: Ulladulla, NSW]

Sort

[Button: Nearest][Button: Fastest charger][Button: Most connectors]

All DC Fast · 50+ kW Ultra-fast · 150+ kW Available now

Tesla

## Tesla Destination

72 South Street, Ulladulla, NSW, 2539

1.09 km

Type 2 22 kW

DirectionsView details

ChargeHub

## ChargeHub Charging Station

93 Princes Highway, Ulladulla, NSW, 2539

1.09 km

CHAdeMO 25 kW CCS 25 kW

DirectionsView details

Evie

## Evie Charging Station

85 South Street, Ulladulla, NSW, 2539

1.26 km

CCS 300 kW

DirectionsView details

Sponsored

Ad

Tesla

## Tesla Destination

24 Princes Hwy, Ulladulla, NSW, 2539

1.47 km

Type 2 17 kW

DirectionsView details

Exploren

## Exploren Charging Station

212-222 Princes Highway, Ulladulla, NSW, 2539

1.50 km

Type 2 22 kW
--------------------------------------------------------------------------------
EV Charging Stations
[opened page] EV Charging Stations Finder (https://ev-charging-stations.com.au/chargers/nsw/ulladulla)
citeturn410view0 [wordlim: 200] Crawled: last month; Content type: text/html; Source: open({""ref_id"":""https://ev-charging-stations.com.au/chargers/nsw/ulladulla"",""lineno"":null}); Total lines: 178
L0: cite0†iframe†www.googletagmanager.com L1: 
L2: Search Results
L3: 
L4: # EV charging in Ulladulla, NSW
L5: 
L6: 31 stations found Live availability Showing 1–10 of 31
L7: 
L8: [Input: Ulladulla, NSW]
L9: 
L10: Sort
L11: 
L12: [Button: Nearest][Button: Fastest charger][Button: Most connectors]
L13: 
L14: All DC Fast · 50+ kW Ultra-fast · 150+ kW Available now
L15: 
L16: Tesla
L17: 
L18: ## Tesla Destination
L19: 
L20: 72 South Street, Ulladulla, NSW, 2539
L21: 
L22: 1.09 km
L23: 
L24: Type 2 22 kW
L25: 
L26: cite1†Directions†www.google.com cite2†View details L27: 
L28: ChargeHub
L29: ## ChargeHub Charging Station
L30: 
L31: 93 Princes Highway, Ulladulla, NSW, 2539
L32: 
L33: 1.09 km
L34: 
L35: CHAdeMO 25 kW CCS 25 kW
L36: 
L37: cite3†Directions†www.google.com cite4†View details L38: 
L39: Evie
L40: 
L41: ## Evie Charging Station
L42: 
L43: 85 South Street, Ulladulla, NSW, 2539
L44:"
TFNSW-0793,791,,"98-100 Windsor Road Cnr Lombard Road, Northmead NSW 2152",Ampol,2152.0,OSM,OSM,,13.09271242107275,4,OSM:coordinate_500m,"""98-100 Windsor Road Cnr Lombard Road, Northmead NSW 2152"" EV charger",https://www.ampol.com.au/convenience/foodary-crave-n-save,True,True,high,Opened page contains an address-level charging signal.,web evidence only; same-station identity not automatically proven,"[search] Crave 'n Save - Participating Sites | Ampol (https://www.ampol.com.au/convenience/foodary-crave-n-save)
citeturn411search0 [wordlim: 200] Crawled: yesterday; AMPOL FOODARY NORTHMEAD  | 98-100 Windsor Rd Cnr Lombard Rd, Northmead, NSW 2152
--------------------------------------------------------------------------------
Ampol Woolworths Northmead | Northmead 2152 NSW | fuel-map.com (https://fuel-map.com/station/ampol-woolworths-northmead-northmead-nsw)
citeturn411search1 [wordlim: 200] Crawled: 4 days ago; 98-100 Windsor Road Cnr Lombard Road, Northmead, NSW 2152

[opened page] Crave 'n Save - Participating Sites | Ampol (https://www.ampol.com.au/convenience/foodary-crave-n-save)
citeturn412view0 [wordlim: 200] Crawled: today; Content type: text/html; Source: open({""ref_id"":""https://www.ampol.com.au/convenience/foodary-crave-n-save"",""lineno"":null}); Total lines: 612
L0: cite0†Our App L1: 
L2: |
L3: 
L4: cite1†Support L5: 
L6: |
L7: 
L8: cite2†Sustainability L9: 
L10: |
L11: 
L12: Search
L13: 
L14: |
L15: 
L16: cite3†Find Service Station L17: 
L18: |
L19: 
L20: cite4†Login†my.ampol.com.au L21: 
L22:   * cite5†Your Vehicle L23: 
L24:   * cite6†Your Business L25: 
L26:   * cite7†Convenience L27: 
L28:   * cite8†About Ampol L29: # Crave ‘n Save
L30: 
L31: The Crave ‘n Save offer is available from 02/09/26 to 29/09/26 at participating Ampol Foodary stores only. Product availability and range may vary by store.
L32: 
L33: Participating food items include:
L34: 
L35:   * Four ‘N Twenty King Size Sausage Roll 180g range
L36: 
L37:   * Herbert Adams Cream Cheese and Spinach Roll 190g range
L38: 
L39:   * Foodary Devil’s Wings 2 pieces (available at selected sites)
L40: 
L41: Participating drinks include:
L42: 
L43:   * Coca-Cola, Spri"
TFNSW-0811,809,,"Bellambi Lane, Wollongong NSW 2518",Exploren,2518.0,Charge@Large,Charge@Large,"Charge@Large:Ln & Watts Ln, Bellambi, NSW 2518",0.1463596431353243,4,Charge@Large:coordinate_500m,"""Bellambi Lane, Wollongong NSW 2518"" EV charger",https://www.cppower.com.au/,True,True,high,Opened page contains an address-level charging signal.,web evidence only; same-station identity not automatically proven,"[search] Clean Portable Power (https://www.cppower.com.au/)
citeturn413search0 [wordlim: 200] Crawled: today; Please note that our new address is 38/6 Bellambi Lane Bellambi 2518 effective from 14/05/2026 ... Get your call answered from Wollongong or Perth locally ... 38/6 Bellambi Lane Bellambi NSW 2518
Please note that our new address is 38/6 Bellambi Lane Bellambi 2518 effective from 14/05/2026

Free shipping on orders above $999

## Off-Grid, On-Demand

About Us

Clean Portable Power is an Australian owned and operated reseller of high performance lithium based versatile energy storage products suitable for Aussie's off-grid power needs. We offer everything from lithium deep cycle batteries for Caravan & 4WD to Australia's one of the safest and high capacity portable power stations, and Solar power products for reliable off-grid power generation. Know our story from about us section.

## Categories

All products124 Check out all our products

Smart Lithium Batteries15 Amptron BluEdge Range

Portable Power Stations21 Off-grid, On-Demand

Solar Power16 Flexible, Portable & Glass

Lithium Battery Chargers15 Smart LiFePO4 battery chargers with wakeup features & more..

Power Cables16 Pre
[opened page] Clean Portable Power (https://www.cppower.com.au/)
citeturn414view0 [wordlim: 200] Crawled: today; Content type: text/html; Source: open({""ref_id"":""https://www.cppower.com.au/"",""lineno"":null}); Total lines: 309
L0: Please note that our new address is 38/6 Bellambi Lane Bellambi 2518 effective from 14/05/2026
L1: 
L2: Free shipping on orders above $999
L3: 
L4: A question? Visit our contact page
L5: 
L6: Login
L7: 
L8:   *   * cite0†Search Site navigation
L9: # cite1†Clean Portable Power L10: 
L11: cite0†Search cite2†Cart0 Site navigation
L12: 
L13:   * Cart 0
L14:   * Recently viewed
L15: 
L16: Cart
L17: 
L18: Your cart is currently empty.
L19: 
L20: Not sure where to start?
L21: Try these collections:
L22: 
L23:   * cite3†All Products L24: 
L25: Order note Shipping Discount
L26: 
L27: Order special instructions
L28: 
L29: Order note
L30: 
L31: Apply
L32: 
L33: Estimate shipping
L34: 
L35: Discount
L36: 
L37: [Input:  ] Discount code
L38: 
L39: Apply
L40: 
L41: Tax included. cite4†Shipping calculated at checkout.
L42: 
L43: Subtotal
L44: 
L45: $0.00 AUD
L46: 
L47: Check out cite2†View cart L48: 
L49: Recently viewed
L50: 
L51: Search
L52: 
L53: [Input] Searc"
TFNSW-0820,818,,"Camden Valley Way &, Somerset Avenue, Narellan NSW 2567",Evie Networks,2022.0,OSM,OSM,,363.00083949899454,4,OSM:coordinate_500m,"""Camden Valley Way &, Somerset Avenue, Narellan NSW 2567"" EV charger",https://www.plugroo.com.au/nsw/lakesland,True,False,medium,"Charging evidence exists, but address/page confirmation is incomplete.",web evidence only; same-station identity not automatically proven,"[search] EV Charging Stations Lakesland – Find Chargers Near You | Plugroo (https://www.plugroo.com.au/nsw/lakesland)
citeturn415search0 [wordlim: 200] Crawled: 3 weeks ago;   * Camden Valley Way & Somerset Avenue, Narellan NSW 2567 CCS 24×150 kW View station details ... Plugroo helps Lakesland EV drivers avoid stale charger directories by combining operator data with verified community reports, so station status, access rules and pricing are easier to check before you arrive.
  * 1 Greenbridge Drive, Wilton NSW 2571 CCS 22×160 kW View station details
  * Lots 1 & 2 Hume Hwy, Pheasants Nest NSW 2574 CCS 26×160 kW CHAdeMO3×120 kW View station details
  * 2/143 Argyle St, Picton NSW 2571 CCS 22×40 kW View station details
  * Lot 12 Hume Hwy, Pheasants Nest NSW 2574 CCS 26×160 kW CHAdeMO3×160 kW View station details
  * 40 Oxley St, Camden NSW 2570 Type 22×22 kW View station details
  * Corner Queen &, Elyard St, Narellan NSW 2567 Type 22×22 kW View station details
  * Camden Valley Way & Somerset Avenue, Narellan NSW 2567 CCS 24×150 kW View station details
  * Mittagong RSL, Cnr Hume Highway & Bessemer Street, Mittagong NSW 2575 CCS 22×160 kW View station details
  * Mittagong RSL, Cnr Hum
[opened page] Internal Error ()
citeturn416view0 [wordlim: 200] Source: open({""ref_id"":""https://www.plugroo.com.au/nsw/lakesland"",""lineno"":null}); Total lines: 1
L0: Failed to fetch https://www.plugroo.com.au/nsw/lakesland: Cache miss"
